year,star,lower,upper,higher_is_better,is_MAPD,is_PDP,measure
2019,2,84.0,85.0,1,0,0,C-Rating of Health Care Quality
2019,3,85.0,87.0,1,0,0,C-Rating of Health Care Quality
2019,4,87.0,88.0,1,0,0,C-Rating of Health Care Quality
2019,5,88.0,100.0,1,0,0,C-Rating of Health Care Quality
2019,1,0.0,83.0,1,0,0,C-Rating of Health Plan
2019,2,83.0,84.0,1,0,0,C-Rating of Health Plan
2019,3,84.0,86.0,1,0,0,C-Rating of Health Plan
2019,4,86.0,88.0,1,0,0,C-Rating of Health Plan
2019,5,88.0,100.0,1,0,0,C-Rating of Health Plan
2019,1,0.0,84.0,1,0,0,C-Care Coordination
2019,2,84.0,85.0,1,0,0,C-Care Coordination
2019,3,85.0,86.0,1,0,0,C-Care Coordination
2019,4,86.0,88.0,1,0,0,C-Care Coordination
2019,5,88.0,100.0,1,0,0,C-Care Coordination
2019,1,0.64,100.0,0,0,0,C-Complaints about the Health Plan
2019,2,0.31,0.64,0,0,0,C-Complaints about the Health Plan
2019,3,0.18,0.31,0,0,0,C-Complaints about the Health Plan
2019,4,0.1,0.18,0,0,0,C-Complaints about the Health Plan
2019,5,0.0,0.1,0,0,0,C-Complaints about the Health Plan
2019,1,23.0,100.0,0,0,0,C-Members Choosing to Leave the Plan
2019,2,18.0,23.0,0,0,0,C-Members Choosing to Leave the Plan
2019,3,11.0,18.0,0,0,0,C-Members Choosing to Leave the Plan
2019,4,6.0,11.0,0,0,0,C-Members Choosing to Leave the Plan
2019,5,0.0,6.0,0,0,0,C-Members Choosing to Leave the Plan
2019,1,0.0,64.0,1,0,0,C-Improving or Maintaining Physical Health
2019,2,64.0,68.0,1,0,0,C-Improving or Maintaining Physical Health
2019,3,68.0,70.0,1,0,0,C-Improving or Maintaining Physical Health
2019,4,70.0,75.0,1,0,0,C-Improving or Maintaining Physical Health
2019,5,75.0,100.0,1,0,0,C-Improving or Maintaining Physical Health
2019,1,0.0,-0.22,1,0,0,C-Health Plan Quality Improvement
2019,2,-0.22,0.0,1,0,0,C-Health Plan Quality Improvement
2019,3,0.0,0.19,1,0,0,C-Health Plan Quality Improvement
2019,4,0.19,0.33,1,0,0,C-Health Plan Quality Improvement
2019,5,0.33,100.0,1,0,0,C-Health Plan Quality Improvement
2019,1,0.0,77.0,1,0,0,C-Plan Makes Timely Decisions about Appeals
2019,2,77.0,86.0,1,0,0,C-Plan Makes Timely Decisions about Appeals
2019,3,86.0,93.0,1,0,0,C-Plan Makes Timely Decisions about Appeals
2019,4,93.0,98.0,1,0,0,C-Plan Makes Timely Decisions about Appeals
2019,5,98.0,100.0,1,0,0,C-Plan Makes Timely Decisions about Appeals
2019,1,0.0,59.0,1,0,0,C-Reviewing Appeals Decisions
2019,2,59.0,78.0,1,0,0,C-Reviewing Appeals Decisions
2019,3,78.0,88.0,1,0,0,C-Reviewing Appeals Decisions
2019,4,88.0,97.0,1,0,0,C-Reviewing Appeals Decisions
2019,5,97.0,100.0,1,0,0,C-Reviewing Appeals Decisions
2019,1,0.0,72.0,1,0,0,C-Call Center - Foreign Language Interpreter and TTY Availability
2019,2,72.0,84.0,1,0,0,C-Call Center - Foreign Language Interpreter and TTY Availability
2019,3,84.0,88.0,1,0,0,C-Call Center - Foreign Language Interpreter and TTY Availability
2019,4,88.0,97.0,1,0,0,C-Call Center - Foreign Language Interpreter and TTY Availability
2019,5,97.0,100.0,1,0,0,C-Call Center - Foreign Language Interpreter and TTY Availability
2019,1,0.0,63.0,1,0,1,D-Call Center - Foreign Language Interpreter and TTY Availability
2019,1,0.0,74.0,1,1,0,D-Call Center - Foreign Language Interpreter and TTY Availability
2019,2,63.0,73.0,1,0,1,D-Call Center - Foreign Language Interpreter and TTY Availability
2019,2,74.0,87.0,1,1,0,D-Call Center - Foreign Language Interpreter and TTY Availability
2019,3,73.0,88.0,1,0,1,D-Call Center - Foreign Language Interpreter and TTY Availability
2019,3,87.0,92.0,1,1,0,D-Call Center - Foreign Language Interpreter and TTY Availability
2019,4,88.0,97.0,1,0,1,D-Call Center - Foreign Language Interpreter and TTY Availability
2019,4,92.0,97.0,1,1,0,D-Call Center - Foreign Language Interpreter and TTY Availability
2019,5,97.0,100.0,1,0,1,D-Call Center - Foreign Language Interpreter and TTY Availability
2019,5,97.0,100.0,1,1,0,D-Call Center - Foreign Language Interpreter and TTY Availability
2019,1,30.7,100.0,0,0,1,D-Appeals Auto-Forward
2019,1,50.4,100.0,0,1,0,D-Appeals Auto-Forward
2019,2,10.8,30.7,0,0,1,D-Appeals Auto-Forward
2019,2,32.1,50.4,0,1,0,D-Appeals Auto-Forward
2019,3,5.2,10.8,0,0,1,D-Appeals Auto-Forward
2019,3,9.4,32.1,0,1,0,D-Appeals Auto-Forward
2019,4,1.8,5.2,0,0,1,D-Appeals Auto-Forward
2019,4,3.7,9.4,0,1,0,D-Appeals Auto-Forward
2019,5,0.0,1.8,0,0,1,D-Appeals Auto-Forward
2019,5,0.0,3.7,0,1,0,D-Appeals Auto-Forward
2019,1,0.0,64.0,1,0,1,D-Appeals Upheld
2019,1,0.0,60.0,1,1,0,D-Appeals Upheld
2019,2,64.0,78.0,1,0,1,D-Appeals Upheld
2019,2,60.0,69.0,1,1,0,D-Appeals Upheld
2019,3,78.0,89.0,1,0,1,D-Appeals Upheld
2019,3,69.0,81.0,1,1,0,D-Appeals Upheld
2019,4,89.0,91.0,1,0,1,D-Appeals Upheld
2019,4,81.0,92.0,1,1,0,D-Appeals Upheld
2019,5,91.0,100.0,1,0,1,D-Appeals Upheld
2019,5,92.0,100.0,1,1,0,D-Appeals Upheld
2019,1,0.15,100.0,0,0,1,D-Complaints about the Drug Plan
2019,1,0.64,100.0,0,1,0,D-Complaints about the Drug Plan
2019,2,0.07,0.15,0,0,1,D-Complaints about the Drug Plan
2019,2,0.31,0.64,0,1,0,D-Complaints about the Drug Plan
2019,3,0.03,0.07,0,0,1,D-Complaints about the Drug Plan
2019,3,0.18,0.31,0,1,0,D-Complaints about the Drug Plan
2019,4,0.01,0.03,0,0,1,D-Complaints about the Drug Plan
2019,4,0.1,0.18,0,1,0,D-Complaints about the Drug Plan
2019,5,0.0,0.01,0,0,1,D-Complaints about the Drug Plan
2019,5,0.0,0.1,0,1,0,D-Complaints about the Drug Plan
2019,1,24.0,100.0,0,0,1,D-Members Choosing to Leave the Plan
2019,1,23.0,100.0,0,1,0,D-Members Choosing to Leave the Plan
2019,2,15.0,24.0,0,0,1,D-Members Choosing to Leave the Plan
2019,2,18.0,23.0,0,1,0,D-Members Choosing to Leave the Plan
2019,3,10.0,15.0,0,0,1,D-Members Choosing to Leave the Plan
2019,3,11.0,18.0,0,1,0,D-Members Choosing to Leave the Plan
2019,4,6.0,10.0,0,0,1,D-Members Choosing to Leave the Plan
2019,4,6.0,11.0,0,1,0,D-Members Choosing to Leave the Plan
2019,5,0.0,6.0,0,0,1,D-Members Choosing to Leave the Plan
2019,5,0.0,6.0,0,1,0,D-Members Choosing to Leave the Plan
2019,1,0.0,76.0,1,0,0,C-Improving or Maintaining Mental Health
2019,2,76.0,80.0,1,0,0,C-Improving or Maintaining Mental Health
2019,3,80.0,84.0,1,0,0,C-Improving or Maintaining Mental Health
2019,4,84.0,86.0,1,0,0,C-Improving or Maintaining Mental Health
2019,5,86.0,100.0,1,0,0,C-Improving or Maintaining Mental Health
2019,1,0.0,100.0,1,0,1,D-Drug Plan Quality Improvement
2019,1,0.0,-0.34,1,1,0,D-Drug Plan Quality Improvement
2019,2,0.0,100.0,1,0,1,D-Drug Plan Quality Improvement
2019,2,-0.34,0.0,1,1,0,D-Drug Plan Quality Improvement
2019,3,0.0,0.34,1,0,1,D-Drug Plan Quality Improvement
2019,3,0.0,0.32,1,1,0,D-Drug Plan Quality Improvement
2019,4,0.34,0.51,1,0,1,D-Drug Plan Quality Improvement
2019,4,0.32,0.46,1,1,0,D-Drug Plan Quality Improvement
2019,5,0.51,100.0,1,0,1,D-Drug Plan Quality Improvement
2019,5,0.46,100.0,1,1,0,D-Drug Plan Quality Improvement
2019,1,0.0,80.0,1,0,1,D-Rating of Drug Plan
2019,1,0.0,82.0,1,1,0,D-Rating of Drug Plan
2019,2,80.0,81.0,1,0,1,D-Rating of Drug Plan
2019,2,82.0,83.0,1,1,0,D-Rating of Drug Plan
2019,3,81.0,84.0,1,0,1,D-Rating of Drug Plan
2019,3,83.0,85.0,1,1,0,D-Rating of Drug Plan
2019,4,84.0,86.0,1,0,1,D-Rating of Drug Plan
2019,4,85.0,87.0,1,1,0,D-Rating of Drug Plan
2019,5,86.0,100.0,1,0,1,D-Rating of Drug Plan
2019,5,87.0,100.0,1,1,0,D-Rating of Drug Plan
2019,1,0.0,88.0,1,0,1,D-Getting Needed Prescription Drugs
2019,1,0.0,88.0,1,1,0,D-Getting Needed Prescription Drugs
2019,2,88.0,89.0,1,0,1,D-Getting Needed Prescription Drugs
2019,2,88.0,89.0,1,1,0,D-Getting Needed Prescription Drugs
2019,3,89.0,91.0,1,0,1,D-Getting Needed Prescription Drugs
2019,3,89.0,90.0,1,1,0,D-Getting Needed Prescription Drugs
2019,4,91.0,92.0,1,0,1,D-Getting Needed Prescription Drugs
2019,4,90.0,92.0,1,1,0,D-Getting Needed Prescription Drugs
2019,5,92.0,100.0,1,0,1,D-Getting Needed Prescription Drugs
2019,5,92.0,100.0,1,1,0,D-Getting Needed Prescription Drugs
2019,1,0.0,100.0,1,0,1,D-MPF Price Accuracy
2019,1,0.0,100.0,1,1,0,D-MPF Price Accuracy
2019,2,0.0,100.0,1,0,1,D-MPF Price Accuracy
2019,2,0.0,100.0,1,1,0,D-MPF Price Accuracy
2019,3,96.0,98.0,1,0,1,D-MPF Price Accuracy
2019,3,91.0,95.0,1,1,0,D-MPF Price Accuracy
2019,4,98.0,99.0,1,0,1,D-MPF Price Accuracy
2019,4,95.0,99.0,1,1,0,D-MPF Price Accuracy
2019,5,99.0,100.0,1,0,1,D-MPF Price Accuracy
2019,5,99.0,100.0,1,1,0,D-MPF Price Accuracy
2019,1,0.0,82.0,1,0,1,D-Medication Adherence for Diabetes Medications
2019,1,0.0,72.0,1,1,0,D-Medication Adherence for Diabetes Medications
2019,2,82.0,84.0,1,0,1,D-Medication Adherence for Diabetes Medications
2019,2,72.0,78.0,1,1,0,D-Medication Adherence for Diabetes Medications
2019,3,84.0,86.0,1,0,1,D-Medication Adherence for Diabetes Medications
2019,3,78.0,81.0,1,1,0,D-Medication Adherence for Diabetes Medications
2019,4,86.0,88.0,1,0,1,D-Medication Adherence for Diabetes Medications
2019,4,81.0,85.0,1,1,0,D-Medication Adherence for Diabetes Medications
2019,5,88.0,100.0,1,0,1,D-Medication Adherence for Diabetes Medications
2019,5,85.0,100.0,1,1,0,D-Medication Adherence for Diabetes Medications
2019,1,0.0,84.0,1,0,1,D-Medication Adherence for Hypertension (RAS antagonists)
2019,1,0.0,79.0,1,1,0,D-Medication Adherence for Hypertension (RAS antagonists)
2019,2,84.0,86.0,1,0,1,D-Medication Adherence for Hypertension (RAS antagonists)
2019,2,79.0,83.0,1,1,0,D-Medication Adherence for Hypertension (RAS antagonists)
2019,3,86.0,87.0,1,0,1,D-Medication Adherence for Hypertension (RAS antagonists)
2019,3,83.0,86.0,1,1,0,D-Medication Adherence for Hypertension (RAS antagonists)
2019,4,87.0,89.0,1,0,1,D-Medication Adherence for Hypertension (RAS antagonists)
2019,4,86.0,88.0,1,1,0,D-Medication Adherence for Hypertension (RAS antagonists)
2019,5,89.0,100.0,1,0,1,D-Medication Adherence for Hypertension (RAS antagonists)
2019,5,88.0,100.0,1,1,0,D-Medication Adherence for Hypertension (RAS antagonists)
2019,1,0.0,80.0,1,0,1,D-Medication Adherence for Cholesterol (Statins)
2019,1,0.0,73.0,1,1,0,D-Medication Adherence for Cholesterol (Statins)
2019,2,80.0,82.0,1,0,1,D-Medication Adherence for Cholesterol (Statins)
2019,2,73.0,77.0,1,1,0,D-Medication Adherence for Cholesterol (Statins)
2019,3,82.0,84.0,1,0,1,D-Medication Adherence for Cholesterol (Statins)
2019,3,77.0,83.0,1,1,0,D-Medication Adherence for Cholesterol (Statins)
2019,4,84.0,88.0,1,0,1,D-Medication Adherence for Cholesterol (Statins)
2019,4,83.0,87.0,1,1,0,D-Medication Adherence for Cholesterol (Statins)
2019,5,88.0,100.0,1,0,1,D-Medication Adherence for Cholesterol (Statins)
2019,5,87.0,100.0,1,1,0,D-Medication Adherence for Cholesterol (Statins)
2019,1,0.0,21.0,1,0,1,D-MTM Program Completion Rate for CMR
2019,1,0.0,50.0,1,1,0,D-MTM Program Completion Rate for CMR
2019,2,21.0,39.0,1,0,1,D-MTM Program Completion Rate for CMR
2019,2,50.0,66.0,1,1,0,D-MTM Program Completion Rate for CMR
2019,3,39.0,56.0,1,0,1,D-MTM Program Completion Rate for CMR
2019,3,66.0,73.0,1,1,0,D-MTM Program Completion Rate for CMR
2019,4,56.0,72.0,1,0,1,D-MTM Program Completion Rate for CMR
2019,4,73.0,85.0,1,1,0,D-MTM Program Completion Rate for CMR
2019,5,72.0,100.0,1,0,1,D-MTM Program Completion Rate for CMR
2019,5,85.0,100.0,1,1,0,D-MTM Program Completion Rate for CMR
2019,1,0.0,70.0,1,0,0,C-Statin Therapy for Patients with Cardiovascular Disease
2019,2,70.0,76.0,1,0,0,C-Statin Therapy for Patients with Cardiovascular Disease
2019,3,76.0,81.0,1,0,0,C-Statin Therapy for Patients with Cardiovascular Disease
2019,4,81.0,85.0,1,0,0,C-Statin Therapy for Patients with Cardiovascular Disease
2019,5,85.0,100.0,1,0,0,C-Statin Therapy for Patients with Cardiovascular Disease
2019,1,0.0,73.0,1,0,1,D-Statin Use in Persons with Diabetes (SUPD)
2019,1,0.0,72.0,1,1,0,D-Statin Use in Persons with Diabetes (SUPD)
2019,2,73.0,77.0,1,0,1,D-Statin Use in Persons with Diabetes (SUPD)
2019,2,72.0,76.0,1,1,0,D-Statin Use in Persons with Diabetes (SUPD)
2019,3,77.0,79.0,1,0,1,D-Statin Use in Persons with Diabetes (SUPD)
2019,3,76.0,80.0,1,1,0,D-Statin Use in Persons with Diabetes (SUPD)
2019,4,79.0,82.0,1,0,1,D-Statin Use in Persons with Diabetes (SUPD)
2019,4,80.0,83.0,1,1,0,D-Statin Use in Persons with Diabetes (SUPD)
2019,5,82.0,100.0,1,0,1,D-Statin Use in Persons with Diabetes (SUPD)
2019,5,83.0,100.0,1,1,0,D-Statin Use in Persons with Diabetes (SUPD)
2019,1,0.0,44.0,1,0,0,C-Monitoring Physical Activity
2019,2,44.0,51.0,1,0,0,C-Monitoring Physical Activity
2019,3,51.0,56.0,1,0,0,C-Monitoring Physical Activity
2019,4,56.0,66.0,1,0,0,C-Monitoring Physical Activity
2019,5,66.0,100.0,1,0,0,C-Monitoring Physical Activity
2019,1,0.0,76.0,1,0,0,C-Adult BMI Assessment
2019,2,76.0,84.0,1,0,0,C-Adult BMI Assessment
2019,3,84.0,93.0,1,0,0,C-Adult BMI Assessment
2019,4,93.0,98.0,1,0,0,C-Adult BMI Assessment
2019,5,98.0,100.0,1,0,0,C-Adult BMI Assessment
2019,1,0.0,46.0,1,0,0,C-Special Needs Plan (SNP) Care Management
2019,2,46.0,63.0,1,0,0,C-Special Needs Plan (SNP) Care Management
2019,3,63.0,73.0,1,0,0,C-Special Needs Plan (SNP) Care Management
2019,4,73.0,89.0,1,0,0,C-Special Needs Plan (SNP) Care Management
2019,5,89.0,100.0,1,0,0,C-Special Needs Plan (SNP) Care Management
2019,1,0.0,1.0,1,0,0,C-Care for Older Adults - Medication Review
2019,2,1.0,54.0,1,0,0,C-Care for Older Adults - Medication Review
2019,3,54.0,83.0,1,0,0,C-Care for Older Adults - Medication Review
2019,4,83.0,92.0,1,0,0,C-Care for Older Adults - Medication Review
2019,5,92.0,100.0,1,0,0,C-Care for Older Adults - Medication Review
2019,1,0.0,27.0,1,0,0,C-Care for Older Adults - Functional Status Assessment
2019,2,27.0,68.0,1,0,0,C-Care for Older Adults - Functional Status Assessment
2019,3,68.0,77.0,1,0,0,C-Care for Older Adults - Functional Status Assessment
2019,4,77.0,90.0,1,0,0,C-Care for Older Adults - Functional Status Assessment
2019,5,90.0,100.0,1,0,0,C-Care for Older Adults - Functional Status Assessment
2020,1,0.0,50.0,1,0,0,C-Breast Cancer Screening
2020,2,50.0,66.0,1,0,0,C-Breast Cancer Screening
2020,3,66.0,76.0,1,0,0,C-Breast Cancer Screening
2020,4,76.0,83.0,1,0,0,C-Breast Cancer Screening
2020,5,83.0,100.0,1,0,0,C-Breast Cancer Screening
2020,1,0.0,43.0,1,0,0,C-Colorectal Cancer Screening
2020,2,43.0,62.0,1,0,0,C-Colorectal Cancer Screening
2020,3,62.0,73.0,1,0,0,C-Colorectal Cancer Screening
2020,4,73.0,80.0,1,0,0,C-Colorectal Cancer Screening
2020,5,80.0,100.0,1,0,0,C-Colorectal Cancer Screening
2020,1,0.0,59.0,1,0,0,C-Care for Older Adults - Pain Assessment
2020,2,59.0,81.0,1,0,0,C-Care for Older Adults - Pain Assessment
2020,3,81.0,86.0,1,0,0,C-Care for Older Adults - Pain Assessment
2020,4,86.0,94.0,1,0,0,C-Care for Older Adults - Pain Assessment
2020,5,94.0,100.0,1,0,0,C-Care for Older Adults - Pain Assessment
2020,1,0.0,31.0,1,0,0,C-Osteoporosis Management in Women who had a Fracture
2020,2,31.0,41.0,1,0,0,C-Osteoporosis Management in Women who had a Fracture
2020,3,41.0,50.0,1,0,0,C-Osteoporosis Management in Women who had a Fracture
2020,4,50.0,67.0,1,0,0,C-Osteoporosis Management in Women who had a Fracture
2020,5,67.0,100.0,1,0,0,C-Osteoporosis Management in Women who had a Fracture
2020,1,0.0,63.0,1,0,0,C-Diabetes Care - Eye Exam
2020,2,63.0,69.0,1,0,0,C-Diabetes Care - Eye Exam
2020,3,69.0,73.0,1,0,0,C-Diabetes Care - Eye Exam
2020,4,73.0,78.0,1,0,0,C-Diabetes Care - Eye Exam
2020,5,78.0,100.0,1,0,0,C-Diabetes Care - Eye Exam
2020,1,0.0,37.0,1,0,0,C-Diabetes Care - Blood Sugar Controlled
2020,2,37.0,61.0,1,0,0,C-Diabetes Care - Blood Sugar Controlled
2020,3,61.0,72.0,1,0,0,C-Diabetes Care - Blood Sugar Controlled
2020,4,72.0,85.0,1,0,0,C-Diabetes Care - Blood Sugar Controlled
2020,5,85.0,100.0,1,0,0,C-Diabetes Care - Blood Sugar Controlled
2020,1,0.0,60.0,1,0,0,C-Rheumatoid Arthritis Management
2020,2,60.0,74.0,1,0,0,C-Rheumatoid Arthritis Management
2020,3,74.0,79.0,1,0,0,C-Rheumatoid Arthritis Management
2020,4,79.0,84.0,1,0,0,C-Rheumatoid Arthritis Management
2020,5,84.0,100.0,1,0,0,C-Rheumatoid Arthritis Management
2020,1,0.0,51.0,1,0,0,C-Reducing the Risk of Falling
2020,2,51.0,57.0,1,0,0,C-Reducing the Risk of Falling
2020,3,57.0,62.0,1,0,0,C-Reducing the Risk of Falling
2020,4,62.0,71.0,1,0,0,C-Reducing the Risk of Falling
2020,5,71.0,100.0,1,0,0,C-Reducing the Risk of Falling
2020,1,0.0,36.0,1,0,0,C-Improving Bladder Control
2020,2,36.0,42.0,1,0,0,C-Improving Bladder Control
2020,3,42.0,47.0,1,0,0,C-Improving Bladder Control
2020,4,47.0,51.0,1,0,0,C-Improving Bladder Control
2020,5,51.0,100.0,1,0,0,C-Improving Bladder Control
2020,1,0.0,48.0,1,0,0,C-Medication Reconciliation Post-Discharge
2020,2,48.0,62.0,1,0,0,C-Medication Reconciliation Post-Discharge
2020,3,62.0,71.0,1,0,0,C-Medication Reconciliation Post-Discharge
2020,4,71.0,84.0,1,0,0,C-Medication Reconciliation Post-Discharge
2020,5,84.0,100.0,1,0,0,C-Medication Reconciliation Post-Discharge
2020,1,0.0,66.0,1,0,0,C-Annual Flu Vaccine
2020,2,66.0,70.0,1,0,0,C-Annual Flu Vaccine
2020,3,70.0,76.0,1,0,0,C-Annual Flu Vaccine
2020,4,76.0,79.0,1,0,0,C-Annual Flu Vaccine
2020,5,79.0,100.0,1,0,0,C-Annual Flu Vaccine
2020,1,10.0,100.0,0,0,0,C-Plan All-Cause Readmissions
2020,2,8.0,10.0,0,0,0,C-Plan All-Cause Readmissions
2020,3,7.0,8.0,0,0,0,C-Plan All-Cause Readmissions
2020,4,3.0,7.0,0,0,0,C-Plan All-Cause Readmissions
2020,5,0.0,3.0,0,0,0,C-Plan All-Cause Readmissions
2020,1,0.0,80.0,1,0,0,C-Getting Needed Care
2020,2,80.0,82.0,1,0,0,C-Getting Needed Care
2020,3,82.0,84.0,1,0,0,C-Getting Needed Care
2020,4,84.0,85.0,1,0,0,C-Getting Needed Care
2020,5,85.0,100.0,1,0,0,C-Getting Needed Care
2020,1,0.0,75.0,1,0,0,C-Getting Appointments and Care Quickly
2020,2,75.0,76.0,1,0,0,C-Getting Appointments and Care Quickly
2020,3,76.0,79.0,1,0,0,C-Getting Appointments and Care Quickly
2020,4,79.0,81.0,1,0,0,C-Getting Appointments and Care Quickly
2020,5,81.0,100.0,1,0,0,C-Getting Appointments and Care Quickly
2020,1,0.0,88.0,1,0,0,C-Customer Service
2020,2,88.0,89.0,1,0,0,C-Customer Service
2020,3,89.0,91.0,1,0,0,C-Customer Service
2020,4,91.0,92.0,1,0,0,C-Customer Service
2020,5,92.0,100.0,1,0,0,C-Customer Service
2020,1,0.0,84.0,1,0,0,C-Rating of Health Care Quality
2020,2,84.0,85.0,1,0,0,C-Rating of Health Care Quality
2020,3,85.0,87.0,1,0,0,C-Rating of Health Care Quality
2020,4,87.0,88.0,1,0,0,C-Rating of Health Care Quality
2020,5,88.0,100.0,1,0,0,C-Rating of Health Care Quality
2020,1,0.0,83.0,1,0,0,C-Rating of Health Plan
2020,2,83.0,85.0,1,0,0,C-Rating of Health Plan
2020,3,85.0,87.0,1,0,0,C-Rating of Health Plan
2020,4,87.0,89.0,1,0,0,C-Rating of Health Plan
2020,5,89.0,100.0,1,0,0,C-Rating of Health Plan
2020,1,0.0,83.0,1,0,0,C-Care Coordination
2020,2,83.0,85.0,1,0,0,C-Care Coordination
2020,3,85.0,87.0,1,0,0,C-Care Coordination
2020,4,87.0,88.0,1,0,0,C-Care Coordination
2020,5,88.0,100.0,1,0,0,C-Care Coordination
2020,1,42.0,100.0,0,0,0,C-Members Choosing to Leave the Plan
2020,2,24.0,42.0,0,0,0,C-Members Choosing to Leave the Plan
2020,3,15.0,24.0,0,0,0,C-Members Choosing to Leave the Plan
2020,4,5.0,15.0,0,0,0,C-Members Choosing to Leave the Plan
2020,5,0.0,5.0,0,0,0,C-Members Choosing to Leave the Plan
2020,1,0.0,66.0,1,0,0,C-Improving or Maintaining Physical Health
2020,2,66.0,68.0,1,0,0,C-Improving or Maintaining Physical Health
2020,3,68.0,70.0,1,0,0,C-Improving or Maintaining Physical Health
2020,4,70.0,72.0,1,0,0,C-Improving or Maintaining Physical Health
2020,5,72.0,100.0,1,0,0,C-Improving or Maintaining Physical Health
2020,1,0.0,-0.11,1,0,0,C-Health Plan Quality Improvement
2020,2,-0.11,0.0,1,0,0,C-Health Plan Quality Improvement
2020,3,0.0,0.17,1,0,0,C-Health Plan Quality Improvement
2020,4,0.17,0.38,1,0,0,C-Health Plan Quality Improvement
2020,5,0.38,100.0,1,0,0,C-Health Plan Quality Improvement
2020,1,0.0,57.0,1,0,0,C-Plan Makes Timely Decisions about Appeals
2020,2,57.0,83.0,1,0,0,C-Plan Makes Timely Decisions about Appeals
2020,3,83.0,92.0,1,0,0,C-Plan Makes Timely Decisions about Appeals
2020,4,92.0,98.0,1,0,0,C-Plan Makes Timely Decisions about Appeals
2020,5,98.0,100.0,1,0,0,C-Plan Makes Timely Decisions about Appeals
2020,1,0.0,74.0,1,0,0,C-Reviewing Appeals Decisions
2020,2,74.0,81.0,1,0,0,C-Reviewing Appeals Decisions
2020,3,81.0,90.0,1,0,0,C-Reviewing Appeals Decisions
2020,4,90.0,95.0,1,0,0,C-Reviewing Appeals Decisions
2020,5,95.0,100.0,1,0,0,C-Reviewing Appeals Decisions
2020,1,0.0,50.0,1,0,0,C-Call Center - Foreign Language Interpreter and TTY Availability
2020,2,50.0,80.0,1,0,0,C-Call Center - Foreign Language Interpreter and TTY Availability
2020,3,80.0,89.0,1,0,0,C-Call Center - Foreign Language Interpreter and TTY Availability
2020,4,89.0,97.0,1,0,0,C-Call Center - Foreign Language Interpreter and TTY Availability
2020,5,97.0,100.0,1,0,0,C-Call Center - Foreign Language Interpreter and TTY Availability
2020,1,0.0,75.0,1,0,1,D-Call Center - Foreign Language Interpreter and TTY Availability
2020,1,0.0,39.0,1,1,0,D-Call Center - Foreign Language Interpreter and TTY Availability
2020,2,75.0,81.0,1,0,1,D-Call Center - Foreign Language Interpreter and TTY Availability
2020,2,39.0,70.0,1,1,0,D-Call Center - Foreign Language Interpreter and TTY Availability
2020,3,81.0,92.0,1,0,1,D-Call Center - Foreign Language Interpreter and TTY Availability
2020,3,70.0,82.0,1,1,0,D-Call Center - Foreign Language Interpreter and TTY Availability
2020,4,92.0,97.0,1,0,1,D-Call Center - Foreign Language Interpreter and TTY Availability
2020,4,82.0,91.0,1,1,0,D-Call Center - Foreign Language Interpreter and TTY Availability
2020,5,97.0,100.0,1,0,1,D-Call Center - Foreign Language Interpreter and TTY Availability
2020,5,91.0,100.0,1,1,0,D-Call Center - Foreign Language Interpreter and TTY Availability
2020,1,35.2,100.0,0,0,1,D-Appeals Auto-Forward
2020,1,119.4,100.0,0,1,0,D-Appeals Auto-Forward
2020,2,17.1,35.2,0,0,1,D-Appeals Auto-Forward
2020,2,43.5,119.4,0,1,0,D-Appeals Auto-Forward
2020,3,7.5,17.1,0,0,1,D-Appeals Auto-Forward
2020,3,19.9,43.5,0,1,0,D-Appeals Auto-Forward
2020,4,3.7,7.5,0,0,1,D-Appeals Auto-Forward
2020,4,8.1,19.9,0,1,0,D-Appeals Auto-Forward
2020,5,0.0,3.7,0,0,1,D-Appeals Auto-Forward
2020,5,0.0,8.1,0,1,0,D-Appeals Auto-Forward
2020,1,0.0,80.0,1,0,1,D-Appeals Upheld
2020,1,0.0,71.0,1,1,0,D-Appeals Upheld
2020,2,80.0,84.0,1,0,1,D-Appeals Upheld
2020,2,71.0,78.0,1,1,0,D-Appeals Upheld
2020,3,84.0,90.0,1,0,1,D-Appeals Upheld
2020,3,78.0,86.0,1,1,0,D-Appeals Upheld
2020,4,90.0,94.0,1,0,1,D-Appeals Upheld
2020,4,86.0,94.0,1,1,0,D-Appeals Upheld
2020,5,94.0,100.0,1,0,1,D-Appeals Upheld
2020,5,94.0,100.0,1,1,0,D-Appeals Upheld
2020,1,0.0,100.0,0,0,1,D-Complaints about the Drug Plan
2020,1,0.0,100.0,0,1,0,D-Complaints about the Drug Plan
2020,2,0.0,100.0,0,0,1,D-Complaints about the Drug Plan
2020,2,0.0,100.0,0,1,0,D-Complaints about the Drug Plan
2020,3,100.0,0.07,0,0,1,D-Complaints about the Drug Plan
2020,3,100.0,1.29,0,1,0,D-Complaints about the Drug Plan
2020,4,0.03,0.07,0,0,1,D-Complaints about the Drug Plan
2020,4,0.34,1.29,0,1,0,D-Complaints about the Drug Plan
2020,5,0.0,0.03,0,0,1,D-Complaints about the Drug Plan
2020,5,0.0,0.34,0,1,0,D-Complaints about the Drug Plan
2020,1,15.0,100.0,0,0,1,D-Members Choosing to Leave the Plan
2020,1,42.0,100.0,0,1,0,D-Members Choosing to Leave the Plan
2020,2,12.0,15.0,0,0,1,D-Members Choosing to Leave the Plan
2020,2,24.0,42.0,0,1,0,D-Members Choosing to Leave the Plan
